index,raw_j_valid,raw_cap_safe,raw_safe,raw_negative_jacobian,raw_negative_fraction,raw_degenerate,raw_degenerate_fraction,raw_minimum_signed_jacobian,raw_minimum_area_scale,raw_base_cap_fold_max,raw_crown_cap_fold_max,raw_cap_fold,raw_chamfer_l2,raw_hausdorff,projection_activated,projection_stage,alpha,retained_percent,post_j_valid,post_cap_safe,post_safe,post_negative_jacobian,post_negative_fraction,post_degenerate,post_degenerate_fraction,post_minimum_signed_jacobian,post_minimum_area_scale,post_base_cap_fold_max,post_crown_cap_fold_max,post_cap_fold,post_chamfer_l2,post_hausdorff,delta_chamfer_l2
0,0,1,0,46,0.0014148622047244095,0,0.0,-0.009784169495105743,0.018420983105897903,0.0,0.00020889962615910918,0.00020889962615910918,0.002638832898810506,0.46362131127489115,1,all,0.9534691870212555,95.34691870212555,1,1,1,0,0.0,0,0.0,6.377696990966797e-06,0.019003968685865402,0.0,0.0,0.0,0.002709043677896261,0.47691551016432315,7.021077908575535e-05
1,1,1,1,0,0.0,0,0.0,0.16604472696781158,0.19343358278274536,0.0,0.0,0.0,0.0025517060421407223,0.4278542163480635,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.16604472696781158,0.19343358278274536,0.0,0.0,0.0,0.0025517060421407223,0.4278542163480635,0.0
2,1,1,1,0,0.0,0,0.0,0.08595851808786392,0.11038900911808014,0.00024737391504459083,2.6293188057024963e-05,0.00024737391504459083,0.00046884012408554554,0.12023496668560343,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.08595851808786392,0.11038900911808014,0.00024737391504459083,2.6293188057024963e-05,0.00024737391504459083,0.00046884012408554554,0.12023496668560343,0.0
3,1,1,1,0,0.0,0,0.0,0.147361159324646,0.1473977416753769,0.0,0.0,0.0,0.0017037170473486185,0.2928505213916026,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.147361159324646,0.1473977416753769,0.0,0.0,0.0,0.0017037170473486185,0.2928505213916026,0.0
4,0,1,0,13,0.0003998523622047244,0,0.0,-0.11461710184812546,0.0007629509782418609,0.0001357225701212883,8.034531492739916e-05,0.0001357225701212883,0.00109793059527874,0.11365420918655401,1,all,0.20943423360495217,20.943423360495217,1,1,1,0,0.0,0,0.0,3.320164978504181e-07,0.00044918738421984017,0.0,0.0,0.0,0.0011627153726294637,0.11578521968816263,6.478477735072374e-05
5,1,1,1,0,0.0,0,0.0,0.014374417252838612,0.022930476814508438,0.0,0.0,0.0,0.0010609411401674151,0.18981898267903222,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.014374417252838612,0.022930476814508438,0.0,0.0,0.0,0.0010609411401674151,0.18981898267903222,0.0
6,0,1,0,118,0.0036294291338582678,0,0.0,-4.246434211730957,0.00017589727940503508,0.0,0.0,0.0,0.0009156461455859244,0.218087000542779,1,all,0.13260331004767067,13.260331004767067,1,1,1,0,0.0,0,0.0,9.386457122673164e-08,4.947997513227165e-05,0.0,0.0,0.0,0.0013518398627638817,0.21891641247431684,0.0004361937171779573
7,1,1,1,0,0.0,0,0.0,0.006348906084895134,0.006383470259606838,0.0,0.0,0.0,0.010470346547663212,0.6646358931593817,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.006348906084895134,0.006383470259606838,0.0,0.0,0.0,0.010470346547663212,0.6646358931593817,0.0
8,1,1,1,0,0.0,0,0.0,0.0015632464783266187,0.0015714962501078844,0.0,0.0,0.0,0.003954805433750153,0.47493070548712246,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.0015632464783266187,0.0015714962501078844,0.0,0.0,0.0,0.003954805433750153,0.47493070548712246,0.0
9,1,1,1,0,0.0,0,0.0,0.004997134208679199,0.07883641123771667,0.00010029066470451653,0.0,0.00010029066470451653,0.001217670040205121,0.3006885930804451,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.004997134208679199,0.07883641123771667,0.00010029066470451653,0.0,0.00010029066470451653,0.001217670040205121,0.3006885930804451,0.0
10,1,1,1,0,0.0,0,0.0,0.16066402196884155,0.1770186573266983,0.00028110481798648834,0.0,0.00028110481798648834,0.003878280520439148,0.22412614671251044,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.16066402196884155,0.1770186573266983,0.00028110481798648834,0.0,0.00028110481798648834,0.003878280520439148,0.22412614671251044,0.0
11,0,1,0,7,0.00021530511811023622,0,0.0,-0.03797359764575958,0.008974367752671242,0.0,0.0,0.0,0.0009868512861430645,0.10939897546933533,1,all,0.3962661772966385,39.62661772966385,1,1,1,0,0.0,0,0.0,2.8405338525772095e-08,0.008122622035443783,0.0,0.0,0.0,0.0009144485229626298,0.10939897546933533,-7.24027631804347e-05
12,1,1,1,0,0.0,0,0.0,0.015099240466952324,0.028003809973597527,0.0001770201197359711,0.0,0.0001770201197359711,0.0005813729949295521,0.18844272131826814,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.015099240466952324,0.028003809973597527,0.0001770201197359711,0.0,0.0001770201197359711,0.0005813729949295521,0.18844272131826814,0.0
13,1,1,1,0,0.0,0,0.0,0.033033087849617004,0.033033132553100586,0.00012348699965514243,0.0,0.00012348699965514243,0.0005719580221921206,0.06983073077479544,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.033033087849617004,0.033033132553100586,0.00012348699965514243,0.0,0.00012348699965514243,0.0005719580221921206,0.06983073077479544,0.0
14,1,1,1,0,0.0,0,0.0,0.023847900331020355,0.023956596851348877,0.00022639657254330814,0.0,0.00022639657254330814,0.0009404008742421865,0.20140239322719233,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.023847900331020355,0.023956596851348877,0.00022639657254330814,0.0,0.00022639657254330814,0.0009404008742421865,0.20140239322719233,0.0
15,1,1,1,0,0.0,0,0.0,0.023908328264951706,0.02390836924314499,0.0,0.0,0.0,0.003991715144366026,0.49468409389496804,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.023908328264951706,0.02390836924314499,0.0,0.0,0.0,0.003991715144366026,0.49468409389496804,0.0
