epoch,train_loss,train_chamfer,train_normal,train_jacobian,train_cap_fold,val_chamfer_l2,val_hausdorff,c1_min,j_valid_rate,cap_safe_rate,safe_rate,mean_negative_j_fraction,mean_cap_fold,worst_cap_fold,secs
0,0.011991919266292825,0.007154501327604521,0.04837417830945924,0.0,0.0,0.004399210270494222,0.35066462542258037,0.004842412192374468,1.0,1.0,1.0,0.0,0.0,0.0,26.360084056854248
5,0.009630444959620945,0.005759576323325746,0.037274045753874815,0.0027784740499510008,0.004357643706662202,0.003010080816457048,0.34891699769171924,0.028017744421958923,0.96,0.99,0.95,7.27796052631579e-05,6.192115892190486e-05,0.001651167869567871,36.115607500076294
10,0.009207087321556173,0.005700538074888755,0.03318650557339424,0.002546881913266361,0.0032464282164715997,0.003014132134267129,0.3503011630219481,0.021243354305624962,0.92,1.0,0.92,0.000209703947368421,2.280627304571681e-06,0.00020675470295827836,36.15552878379822
15,0.009195229370961898,0.005751446784997825,0.03256056236306904,0.0029428233546416748,0.0032324498291970726,0.0029827018070500344,0.3499101699879146,0.016487659886479378,0.86,1.0,0.86,0.00043009868421052636,1.357117245788686e-05,0.0009309053421020508,36.11352515220642
20,0.009186970910814125,0.005670970904175192,0.033104823694447984,0.003070248645162792,0.004238077109521328,0.002885195298003964,0.3472472555230728,0.011351090855896473,0.9,0.9,0.81,0.00021011513157894737,0.0002045205298009023,0.0023163557052612305,36.38561725616455
25,0.009087845618196297,0.005705258619855158,0.03181271186796948,0.0033014773968307056,0.0033579852748922257,0.0029332585918018595,0.3483304197344481,0.028789442032575607,0.89,0.99,0.89,0.0002471217105263158,6.25098360001175e-05,0.0032982826232910156,36.09050679206848
30,0.009049588225607294,0.005667377278732602,0.031891450819966846,0.0026132515851531933,0.0034932007273736332,0.002915342314518057,0.3476257704339478,0.022773748263716698,0.9,0.96,0.87,0.00032648026315789476,0.00012157543722423724,0.002956986427307129,36.109108686447144
35,0.00903328831831459,0.0056632824771804735,0.03174712002597516,0.0027188497201324547,0.002349279932924271,0.0028846257040277125,0.34711911648858523,0.0141278812661767,0.89,0.92,0.82,0.0003930921052631579,0.00021782839699881153,0.0027456283569335938,35.998459577560425
40,0.00897341232484905,0.005656681419350207,0.031150567009462976,0.004309785581802998,0.0017284203370421336,0.002959769010194577,0.3497519225231309,0.008793198503553867,0.87,0.93,0.82,0.0005949835526315789,0.0001489852547092596,0.0016326011391356587,36.10621190071106
45,0.008960957944800611,0.0056532955312286505,0.031123510782199448,0.0037149675841351383,0.001747622281770873,0.0028613499901257457,0.3465546383731043,0.012201277539134026,0.88,0.85,0.75,0.0005830592105263158,0.00031984329001716105,0.0031749571207910776,36.22430968284607
50,0.008937476249702741,0.005656070412660483,0.030751333768712356,0.004352287030494608,0.001639630319127434,0.0028836883034091443,0.34739294634554535,0.04616799205541611,0.87,0.91,0.79,0.0007010690789473685,0.0002611695991072338,0.002565898932516575,36.22811245918274
55,0.00890789481520187,0.005665330072224606,0.03030529891344486,0.0044705827564132505,0.0015731700340529643,0.002879383708932437,0.3468772416857289,0.04171842709183693,0.88,0.83,0.74,0.0006837993421052632,0.000303991807741113,0.0023110411129891872,36.04960632324219
60,0.008887319441710133,0.005666889573039953,0.02990324001002591,0.004885135687995046,0.0046483438378074025,0.0029162829567212613,0.3483327823016264,0.03694889694452286,0.87,0.88,0.76,0.0008375822368421054,0.00024035956847001216,0.0027297171764075756,36.293670654296875
65,0.008856919071404264,0.005633332511351909,0.029969460645224898,0.005394296667951793,0.002283604553121563,0.002878163774148561,0.3474044923200143,0.007290548179298639,0.87,0.86,0.75,0.0007520559210526316,0.0002653845580061898,0.0024214826989918947,35.95066809654236
70,0.008877373402938246,0.005654703146719839,0.030051185635384173,0.004794935135317786,0.0010330832929375333,0.0028728619706816973,0.34752523693928694,0.017484506592154503,0.87,0.82,0.71,0.0006175986842105264,0.00035862429103872273,0.0027545078191906214,35.69759488105774
75,0.008825788132089656,0.0056366361712571235,0.029680257802829145,0.004869590245466639,0.0013987188443593368,0.002876765518449247,0.3475062889089934,0.025223825126886368,0.87,0.78,0.67,0.0008092105263157894,0.00037677625892683863,0.0033071499783545732,36.24472403526306
80,0.00878388145880308,0.005626202683197334,0.029509617112344132,0.0040144320807002035,0.0007351616247197512,0.0028605963214067744,0.3469364621741684,0.04487450793385506,0.89,0.83,0.72,0.000580592105263158,0.00032105382008012384,0.0027355605270713568,35.77238917350769
85,0.0087836589012295,0.005623159836686682,0.029522300302342045,0.003753014909698269,0.0012239679044434837,0.0028586405923124404,0.34684384668944346,0.041268207132816315,0.87,0.77,0.67,0.0006324013157894738,0.00043475866666994986,0.003618645714595914,36.244901180267334
90,0.008796069251548033,0.005643043832387775,0.029473311583860778,0.0035804121198823326,0.0011297254145708928,0.0028597323474241422,0.3469227108573878,0.04571101814508438,0.86,0.78,0.67,0.0006167763157894736,0.00042356174628366717,0.003507954068481922,36.19558548927307
95,0.008770256166753825,0.005628675851912703,0.029322560354485175,0.0038286036339734153,0.0010608495660924034,0.002862632951582782,0.3471011362991103,0.03919322043657303,0.86,0.74,0.64,0.0006426809210526317,0.0004469776010955684,0.0036344199907034636,36.02993035316467
100,0.008778317786927801,0.005625291749602183,0.029454790156742093,0.0037221189932666833,0.0010652523398280156,0.0028607688384363426,0.34698243115968164,0.026638856157660484,0.86,0.74,0.64,0.0006389802631578947,0.0004435337154427543,0.00362190930172801,36.09311628341675
