epoch,train_loss,train_chamfer,train_normal,train_jacobian,train_cap_fold,val_chamfer_l2,val_hausdorff,c1_min,j_valid_rate,cap_safe_rate,safe_rate,mean_negative_j_fraction,mean_cap_fold,worst_cap_fold,secs
0,0.011772293656960958,0.003859581834856524,0.07912711689455641,0.0,0.0,0.00128046034244887,0.16226535441258347,0.09647314995527267,1.0,1.0,1.0,0.0,0.0,0.0,3.7182464599609375
5,0.011442024721246627,0.0038023546716431157,0.0755240177632206,0.004220476227003979,0.0,0.0011910361219114357,0.1610111454394287,0.0576721616089344,0.5714285714285714,1.0,0.5714285714285714,0.0009662828947368422,0.0,0.0,4.451342582702637
10,0.011521900608204304,0.0037484731237378177,0.0772566913213167,0.0023414958331159142,0.0,0.0012130240398359352,0.16253044707642236,0.08660338819026947,0.7142857142857143,1.0,0.7142857142857143,0.0007988721804511278,0.0,0.0,4.451706647872925
15,0.011416896732730998,0.0037925717395005955,0.07562157893553376,0.003594827131923416,0.0,0.0011585152179967345,0.1625348300766889,0.03859921917319298,0.6428571428571429,1.0,0.6428571428571429,0.0008664238721804511,0.0,0.0,4.458525896072388
20,0.011298845286688043,0.003812477122604226,0.07410351984823743,0.003430608646083676,0.0021832890416084816,0.0011301697845088451,0.1628057589293336,0.031915631145238876,0.5714285714285714,1.0,0.5714285714285714,0.0008164943609022555,3.294414532969573e-05,0.0004612180346157402,4.51573920249939
25,0.011440376044871907,0.0037798312350383234,0.07574047752552562,0.005071982583028658,0.0008765417668554517,0.0011033888575704104,0.16139069722202765,0.059129927307367325,0.6428571428571429,1.0,0.6428571428571429,0.0007900610902255639,5.5911330231798016e-05,0.0004824995412491262,4.512024879455566
30,0.011260101305217379,0.0038016606368021003,0.07361433377696408,0.005110459413672035,0.001229035698383285,0.0010815372890127556,0.15926528320591918,0.07624948024749756,0.5714285714285714,0.9285714285714286,0.5,0.000963345864661654,0.00033716298483860944,0.0015536790015175939,4.541903495788574
35,0.011146868651525841,0.003735704120481387,0.07281647693986694,0.007764684185322166,0.002140389270656821,0.00108191527397139,0.16027279873121664,0.037069231271743774,0.5714285714285714,1.0,0.5714285714285714,0.0010074013157894738,0.0002868949668481946,0.0009021510486491024,4.529560089111328
40,0.011219789211948713,0.0037790102114538767,0.07322481234247485,0.0061842499539687245,0.0028536500856918994,0.0010773540312324517,0.15932757767799974,0.03986872360110283,0.6428571428571429,0.9285714285714286,0.6428571428571429,0.0010514567669172932,0.0005349801264985997,0.0033521412406116724,4.540255308151245
45,0.011098405175531904,0.0037297765109946743,0.07257559835496875,0.006372402420879533,0.0007727577568503977,0.0010701931137841062,0.15856265559713487,0.045573871582746506,0.6428571428571429,0.8571428571428571,0.6428571428571429,0.000886983082706767,0.001590278436196968,0.018008245155215263,4.580141067504883
50,0.01118350344347871,0.0038100733175977235,0.07275177281763819,0.0053932129711458604,0.0004435260496630159,0.0010761840135923453,0.1592433668928057,0.04029088094830513,0.6428571428571429,0.9285714285714286,0.6428571428571429,0.0008899201127819549,0.00027957364571713176,0.0011153484228998423,4.543161153793335
55,0.01112697277114623,0.0037986068714720507,0.07225707535528475,0.005259609418052551,0.001204632256430058,0.001061875187068446,0.15792517829838276,0.07359491288661957,0.6428571428571429,0.9285714285714286,0.6428571428571429,0.0009016682330827067,0.00036399838843083544,0.0014929508324712515,4.574545621871948
60,0.011073408552652432,0.00378671042013189,0.0718239866817991,0.005689435825901907,0.0007452670777436449,0.0010605111539397122,0.15790655323225447,0.07239075005054474,0.6428571428571429,0.8571428571428571,0.6428571428571429,0.0012071193609022556,0.00047038207516639626,0.001697380212135613,4.556034088134766
65,0.011183192050601873,0.003811596905709141,0.07261171196069982,0.006202334536559296,0.0005070518675691144,0.001063058165267908,0.15788421262250826,0.08652222156524658,0.6428571428571429,0.7857142857142857,0.5,0.0012041823308270676,0.00046433317895987,0.0017694124253466725,4.541147470474243
70,0.011031995105764105,0.0037458534391286475,0.07176436629767219,0.005726958221848664,0.0010948979475465927,0.0010668858761034375,0.15836545992712114,0.06709735095500946,0.6428571428571429,0.7857142857142857,0.5714285714285714,0.0010367716165413535,0.0005321333774190862,0.0017112644854933023,4.5463502407073975
