index,raw_j_valid,raw_cap_safe,raw_safe,raw_negative_jacobian,raw_negative_fraction,raw_degenerate,raw_degenerate_fraction,raw_minimum_signed_jacobian,raw_minimum_area_scale,raw_base_cap_fold_max,raw_crown_cap_fold_max,raw_cap_fold,raw_chamfer_l2,raw_hausdorff,projection_activated,projection_stage,alpha,retained_percent,post_j_valid,post_cap_safe,post_safe,post_negative_jacobian,post_negative_fraction,post_degenerate,post_degenerate_fraction,post_minimum_signed_jacobian,post_minimum_area_scale,post_base_cap_fold_max,post_crown_cap_fold_max,post_cap_fold,post_chamfer_l2,post_hausdorff,delta_chamfer_l2
0,0,1,0,18,0.0008900316455696202,0,0.0,-0.01021667756140232,0.0010770474327728152,0.0,0.0,0.0,0.0005272270645946264,0.14727520772379904,1,all,0.41810230910687096,41.810230910687096,1,1,1,0,0.0,0,0.0,1.0109215509146452e-07,0.0007450657431036234,0.0,0.0,0.0,0.0005281079211272299,0.14719940512997928,8.808565326035023e-07
1,0,1,0,97,0.004796281645569621,0,0.0,-0.8692516088485718,0.004719901829957962,0.0,0.0,0.0,0.0015637142350897193,0.14404606573363937,1,all,0.23882896453142166,23.882896453142166,1,1,1,0,0.0,0,0.0,0.0008305325754918158,0.0009014937677420676,0.0,0.0,0.0,0.0014772688737139106,0.13843230924497732,-8.644536137580872e-05
2,0,1,0,2,9.889240506329114e-05,0,0.0,-0.024432502686977386,0.02165040746331215,2.9124837510607904e-06,0.0,2.9124837510607904e-06,0.0007561079110018909,0.2232334619186887,1,all,0.687094777821585,68.7094777821585,1,1,1,0,0.0,0,0.0,2.300366759300232e-07,0.006136330310255289,0.0,0.0,0.0,0.0007536121411249042,0.22342883306646907,-2.495769876986742e-06
3,0,1,0,15,0.0007416930379746836,0,0.0,-0.10815570503473282,0.009919834323227406,0.0,0.0,0.0,0.0017316703451797366,0.1458814738777116,1,all,0.1968119814991951,19.68119814991951,1,1,1,0,0.0,0,0.0,2.009328454732895e-07,0.004978667013347149,0.0,0.0,0.0,0.0019502139184623957,0.14127549744133494,0.00021854357328265905
4,1,1,1,0,0.0,0,0.0,0.040592268109321594,0.049103301018476486,0.0007156137144193053,0.0,0.0007156137144193053,0.0010830124374479055,0.19420463113264438,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.040592268109321594,0.049103301018476486,0.0007156137144193053,0.0,0.0007156137144193053,0.0010830124374479055,0.19420463113264438,0.0
5,0,1,0,102,0.005043512658227848,0,0.0,-2.790994644165039,0.0049261967651546,0.00011087588791269809,0.0,0.00011087588791269809,0.0006243475945666432,0.08135745652367131,1,all,0.1651022806763649,16.51022806763649,1,1,1,0,0.0,0,0.0,2.7567148208618164e-07,0.004084276035428047,0.0,0.0,0.0,0.0009097860893234611,0.08668470390952869,0.0002854384947568178
6,0,1,0,20,0.0009889240506329115,0,0.0,-0.37345096468925476,0.029054714366793633,0.0,0.0,0.0,0.0006846145261079073,0.06517388743163208,1,tangent,0.38693498074917443,38.69349807491744,1,1,1,0,0.0,0,0.0,5.140900611877441e-07,0.029021896421909332,0.0,0.0,0.0,0.0006587554235011339,0.06380693585892873,-2.5859102606773376e-05
7,0,1,0,3,0.0001483386075949367,0,0.0,-0.05201605707406998,0.002314142417162657,0.0,0.0,0.0,0.0003147834213450551,0.0733511527443412,1,all,0.21296007186174393,21.296007186174393,1,1,1,0,0.0,0,0.0,-7.2177499532699585e-09,0.003504207357764244,0.0,0.0,0.0,0.00039039721013978124,0.0830609347956258,7.561378879472613e-05
8,1,1,1,0,0.0,0,0.0,0.06513997167348862,0.06518558412790298,0.0,0.0,0.0,0.0006277295760810375,0.12812149432666414,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.06513997167348862,0.06518558412790298,0.0,0.0,0.0,0.0006277295760810375,0.12812149432666414,0.0
9,0,0,0,26,0.0012856012658227847,0,0.0,-0.8179569244384766,0.02831869013607502,0.001983280759304762,0.0,0.001983280759304762,0.0020297665614634752,0.28073167723109316,1,all,0.05943874083368428,5.943874083368428,1,1,1,0,0.0,0,0.0,2.1792948246002197e-07,0.011213155463337898,0.0,0.0,0.0,0.0025342809967696667,0.2699431437215718,0.0005045144353061914
10,1,1,1,0,0.0,0,0.0,0.2217991054058075,0.22180438041687012,0.00042378465877845883,0.0,0.00042378465877845883,0.0002731774584390223,0.04929101875934877,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.2217991054058075,0.22180438041687012,0.00042378465877845883,0.0,0.00042378465877845883,0.0002731774584390223,0.04929101875934877,0.0
11,0,1,0,4,0.00019778481012658228,0,0.0,-0.0014545221347361803,0.0005215996643528342,0.00048603510367684066,0.0,0.00048603510367684066,0.0004873507423326373,0.07372919612064098,1,all,0.3978213220834732,39.78213220834732,1,1,1,0,0.0,0,0.0,-7.49787432141602e-09,0.00040704148705117404,0.0,0.0,0.0,0.00038812431739643216,0.056307669058731705,-9.922642493620515e-05
12,1,1,1,0,0.0,0,0.0,0.10034742206335068,0.10041311383247375,0.0,0.0,0.0,0.0008176823030225933,0.14850835614825084,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.10034742206335068,0.10041311383247375,0.0,0.0,0.0,0.0008176823030225933,0.14850835614825084,0.0
13,0,1,0,3,0.0001483386075949367,0,0.0,-0.02620968595147133,0.013907317072153091,0.0,0.0,0.0,0.00031463155755773187,0.07728352369271728,1,all,0.4165733903637374,41.65733903637374,1,1,1,0,0.0,0,0.0,2.495653461664915e-08,0.0023939122911542654,0.0,0.0,0.0,0.0003477815189398825,0.07729316367235965,3.314996138215065e-05
14,1,1,1,0,0.0,0,0.0,0.026038138195872307,0.026320450007915497,0.0,0.00012923133908770978,0.00012923133908770978,0.0036934008821845055,0.47741352763780626,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.026038138195872307,0.026320450007915497,0.0,0.00012923133908770978,0.00012923133908770978,0.0036934008821845055,0.47741352763780626,0.0
15,1,1,1,0,0.0,0,0.0,0.027450330555438995,0.027526212856173515,0.0,0.0,0.0,0.0012671762378886342,0.08659148898402834,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.027450330555438995,0.027526212856173515,0.0,0.0,0.0,0.0012671762378886342,0.08659148898402834,0.0
16,0,1,0,445,0.022003560126582278,0,0.0,-6.039084434509277,0.014477324672043324,0.0,0.0,0.0,0.008240104652941227,0.2839236859692155,1,all,0.011245158965721203,1.1245158965721203,1,1,1,0,0.0,0,0.0,0.001260697958059609,0.0012607392854988575,0.0,0.0,0.0,0.008725038729608059,0.27736458230020705,0.00048493407666683197
17,1,1,1,0,0.0,0,0.0,0.002622474217787385,0.0026503787375986576,0.0,0.0,0.0,0.0006395043455995619,0.10247073849083303,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.002622474217787385,0.0026503787375986576,0.0,0.0,0.0,0.0006395043455995619,0.10247073849083303,0.0
18,1,1,1,0,0.0,0,0.0,0.06976714730262756,0.06981942802667618,0.0,0.0,0.0,0.00043414696119725704,0.1483051312171734,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.06976714730262756,0.06981942802667618,0.0,0.0,0.0,0.00043414696119725704,0.1483051312171734,0.0
19,1,1,1,0,0.0,0,0.0,0.07964081317186356,0.07967093586921692,0.0008118186960928142,0.0,0.0008118186960928142,0.009726515039801598,0.2073426423981095,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.07964081317186356,0.07967093586921692,0.0008118186960928142,0.0,0.0008118186960928142,0.009726515039801598,0.2073426423981095,0.0
20,1,1,1,0,0.0,0,0.0,0.017499364912509918,0.017499741166830063,0.0008061443222686648,0.0,0.0008061443222686648,0.00041081057861447334,0.07192106520039208,0,none,1.0,100.0,1,1,1,0,0.0,0,0.0,0.017499364912509918,0.017499741166830063,0.0008061443222686648,0.0,0.0008061443222686648,0.00041081057861447334,0.07192106520039208,0.0
21,0,1,0,86,0.004252373417721519,0,0.0,-5.019985675811768,0.0017450983868911862,0.0,0.0,0.0,0.0009125056676566601,0.17425210552195444,1,all,0.17966073006300576,17.966073006300576,1,1,1,0,0.0,0,0.0,-2.091837814077735e-09,0.000719488481990993,0.0,0.0,0.0,0.0010688924230635166,0.2006930235343478,0.00015638675540685654
22,0,1,0,249,0.012312104430379747,0,0.0,-0.05694020166993141,2.2634711058344692e-05,0.0,0.0,0.0,0.0011944849975407124,0.12570196727316757,1,all,0.0050379920276100165,0.5037992027610017,1,1,1,0,0.0,0,0.0,3.008101145951514e-08,7.486218009944423e-07,0.0,0.0,0.0,0.0010341955348849297,0.1186048624614759,-0.0001602894626557827
