epoch,train_loss,train_chamfer,train_normal,train_jacobian,train_cap_fold,val_chamfer_l2,val_hausdorff,c1_min,j_valid_rate,cap_safe_rate,safe_rate,mean_negative_j_fraction,mean_cap_fold,worst_cap_fold,secs
0,0.01421764511091169,0.008838722314394545,0.05378922687843442,0.0,0.0,0.006370338391279802,0.36751477782419095,0.06868790090084076,1.0,1.0,1.0,0.0,0.0,0.0,22.61761450767517
5,0.01126623526768526,0.00681758678110782,0.041579387977835724,0.005312639698808728,0.009598004232863104,0.0041731465060729535,0.36343078121948397,0.10055937618017197,0.9,1.0,0.9,0.00024482834507042253,0.0,0.0,32.55750298500061
10,0.010912603365723044,0.0066432278510183095,0.040226355810882526,0.004871160030256476,0.0029233864664786322,0.004031007360899821,0.35969353042764574,0.08882100880146027,0.91,1.0,0.91,0.00019256161971830985,3.2237140112556517e-06,0.00016864464851096272,32.88851451873779
15,0.010848480394633953,0.006675004661956336,0.039404256360139694,0.003820534153128392,0.001456922334622348,0.003980368848424405,0.3609631246085543,0.08111593872308731,0.9,0.98,0.89,0.00025363116197183095,0.0001020590581538272,0.0034928331151604652,32.65885663032532
20,0.010784305723791476,0.006605747168068774,0.03939715668209828,0.0029298310311776277,0.0029141024154557727,0.003951795739703811,0.3606331664332133,0.08130771666765213,0.91,0.99,0.91,0.0002453785211267606,5.0893357256427406e-05,0.0011228382354602218,32.617597818374634
25,0.010693217715597711,0.006594327533093747,0.038631000948371366,0.0035184903040435043,0.0015380825659636343,0.003877187571488321,0.359302698449759,0.06854523718357086,0.89,0.98,0.89,0.00035321302816901406,0.00010873665334656834,0.0014878495130687952,32.64440441131592
30,0.010698803057603073,0.006593392865324859,0.03879369074944407,0.0025377314886964085,0.0019674975762575286,0.0038986064598429946,0.35919427387142133,0.07597176730632782,0.91,1.0,0.91,0.00023822623239436617,6.271151942200958e-05,0.0007610067841596901,32.709696531295776
35,0.010726404022134374,0.006610550821351353,0.03867303808394354,0.0038933669572187666,0.0022289612241866053,0.003868976837839,0.35910000070086406,0.027761440724134445,0.89,0.96,0.87,0.0003174515845070422,9.708701199997449e-05,0.0016778811113908887,33.049798011779785
40,0.010618864791176748,0.00657736889726948,0.03797344717080705,0.003497671473578521,0.002755101298784922,0.0039893236570060255,0.36038486832078803,0.04736172780394554,0.9,0.97,0.88,0.00031305017605633807,0.00012048043688992038,0.0021485399920493364,33.09819507598877
45,0.010682970622438006,0.006568236390303355,0.03861411286809016,0.004661011582136982,0.0010167810533503285,0.003883881344809197,0.3596229162242823,0.061596546322107315,0.9,0.92,0.83,0.0003433098591549295,0.00017646902801061516,0.002711243461817503,33.108227491378784
50,0.010620458615303505,0.0065870585874654355,0.038082612688886,0.002581832577652676,0.002126749884363335,0.0038662830111570656,0.35873478602232134,0.06315602362155914,0.9,0.94,0.85,0.0003262544014084507,0.00013289052782056388,0.0015971856191754341,33.11832118034363
55,0.01059030093078036,0.006565826169680804,0.037745275197084996,0.004157504641721683,0.0013727816047410001,0.0038412168575450776,0.3584832982994168,0.023607568815350533,0.89,0.9,0.8,0.00039942781690140844,0.00021672098395356443,0.002361144870519638,32.87949991226196
60,0.01049583438958507,0.006550821802811697,0.03700374193373136,0.003722788334252418,0.0009503588326148638,0.003842149000847712,0.3589655046178,0.06106047332286835,0.9,0.94,0.85,0.0004792033450704225,0.0002099367014307063,0.002550061559304595,33.27019238471985
65,0.010493383391876705,0.006561519457609393,0.036841126448707656,0.0038025868400278382,0.00142778861432987,0.0038593560113804413,0.35922870028658527,0.06302377581596375,0.89,0.95,0.85,0.00044894366197183096,0.00013630171451950446,0.0013869797112420201,32.714839696884155
70,0.010424665810714941,0.006539507728302851,0.03646654102951288,0.0030858923887309687,0.0011136287095898111,0.0038492640032200143,0.3592690934170777,0.06196163594722748,0.89,0.91,0.8,0.0004439920774647887,0.00022048537808586844,0.003083571093156934,33.19603657722473
75,0.010375009853160009,0.006535450964292977,0.0358921899588313,0.004168176410299651,0.0011382022574149087,0.0038275495666312055,0.3585619665691928,0.08236347883939743,0.9,0.92,0.83,0.0005232174295774648,0.00021834316139575095,0.0025945904199033976,32.6568763256073
80,0.010476519449148326,0.0065374264668207616,0.036833602082915605,0.00479620749985429,0.001103722554700415,0.0038376600190531463,0.3589141956448745,0.04945095628499985,0.9,0.92,0.83,0.0005606294014084506,0.00020746903304825538,0.002209440106526017,33.07449531555176
85,0.010369460835936479,0.006544578592875041,0.035781752623734064,0.0036591710463119397,0.0007118983944456403,0.003832269108388573,0.3589325279145851,0.06802970916032791,0.9,0.92,0.83,0.000469300176056338,0.00023790834413375705,0.0022941906936466694,32.7764527797699
90,0.010345600509899668,0.006528421482362319,0.03570495461579412,0.003780871171530862,0.0007456324163670302,0.0038288603990804405,0.358783959200052,0.07567887753248215,0.9,0.92,0.83,0.00048195422535211266,0.0002524454100057483,0.0026237640995532274,32.65607571601868
95,0.010350161860114894,0.00653755348874256,0.03567056614730973,0.003674372206136525,0.0007838803826883379,0.0038286009622970595,0.35877224579735123,0.07867147773504257,0.9,0.92,0.83,0.00047260123239436624,0.00025858034379780295,0.0027409601025283337,32.736576318740845
100,0.010339273784775288,0.0065225666508194995,0.035705821677693164,0.0036908301043354188,0.0007026667429123723,0.0038271386770065874,0.3587254871984942,0.07963226735591888,0.9,0.92,0.83,0.0004726012323943662,0.00026215014921035615,0.0027626892551779747,32.921878814697266
