epoch,train_loss,train_chamfer,train_normal,train_jacobian,train_cap_fold,val_chamfer_l2,val_hausdorff,c1_min,j_valid_rate,cap_safe_rate,safe_rate,mean_negative_j_fraction,mean_cap_fold,worst_cap_fold,secs
0,0.013633045655510882,0.0040161025752633,0.09616942854379029,0.0,0.0,0.0020006264307691406,0.16337562297287858,0.17790088057518005,1.0,1.0,1.0,0.0,0.0,0.0,3.8699822425842285
5,0.013360536129980841,0.003814544581509122,0.09414087768242348,0.012159149004076551,0.0,0.001750808764093866,0.15987185618642524,0.16475048661231995,0.6,1.0,0.6,0.0009710451977401132,0.0,0.0,4.206784248352051
10,0.01318960803716133,0.0037574625152332125,0.09202934741316472,0.018806420767801174,0.0009683794176489042,0.001626142580062151,0.15799089390508886,0.1449778974056244,0.5333333333333333,1.0,0.5333333333333333,0.0014433262711864405,0.0,0.0,4.219393014907837
15,0.013241478390352545,0.0037620023044748416,0.09261792771262574,0.018793177746383484,0.0,0.001545542049764966,0.15698085915127138,0.14759068191051483,0.5333333333333333,1.0,0.5333333333333333,0.001628707627118644,0.00011782422758794079,0.0009769480675458908,4.25675892829895
20,0.013215384318255911,0.0037225697825288436,0.0926444883111353,0.018998853339317244,0.0014373788733471028,0.0015669106234175465,0.15679103444626588,0.1397625058889389,0.4666666666666667,1.0,0.4666666666666667,0.0014918785310734464,0.0,0.0,4.233183145523071
25,0.013098841975899595,0.003655064297787498,0.09199593629797592,0.02005347107739248,0.0009275882225030246,0.0015217548391471306,0.1577286800590925,0.1310550421476364,0.5333333333333333,1.0,0.5333333333333333,0.001293255649717514,0.00010100462435123821,0.0007613187190145254,4.2453718185424805
30,0.013161958957675333,0.0037373391067947025,0.09100167988342982,0.023267871552007487,0.00824179186348178,0.0014840899704722688,0.1573594015353138,0.12500077486038208,0.4666666666666667,1.0,0.4666666666666667,0.001637535310734463,0.0,0.0,4.270083904266357
35,0.013032420837393432,0.0036887514565308926,0.09087357755896508,0.01913873480767132,0.0019447033742112825,0.0014321608236059547,0.15487073155063943,0.11748954653739929,0.5333333333333333,1.0,0.5333333333333333,0.0013682909604519774,0.00021782528250090157,0.0007871809066273272,4.246156454086304
40,0.012915448379228074,0.0036738901986859227,0.09018975487161501,0.015607457821483966,0.0016044437626712628,0.0014402898833698905,0.15393537224869444,0.1023835837841034,0.5333333333333333,0.9333333333333333,0.4666666666666667,0.001271186440677966,0.0002033859568958481,0.0015298179350793362,4.256494522094727
45,0.013063144708034016,0.0037655513017442917,0.09055528866455835,0.017733580645850167,0.0006169128050090626,0.0014588954373418042,0.155546556682389,0.041065748780965805,0.5333333333333333,0.7333333333333333,0.5333333333333333,0.0012800141242937852,0.0014260618307162076,0.014592252671718597,4.257381200790405
50,0.012896446346798363,0.0036940330618937664,0.08964665475137093,0.01759619001548118,0.0003176009751488142,0.0014059989470600462,0.15295868124935633,0.07412496954202652,0.4666666666666667,0.6,0.4,0.0016331214689265536,0.0006250456872900638,0.0022304768208414316,4.248870611190796
55,0.012829985859913422,0.003655787627840433,0.08933881576191269,0.017827091326784873,0.0003691190108493263,0.00140386848943308,0.15277780509178565,0.08729030936956406,0.5333333333333333,0.7333333333333333,0.4666666666666667,0.0014609816384180791,0.0005194707822132235,0.0020820549689233303,4.256460189819336
60,0.012787117494964133,0.0036389412719062438,0.08907223987740044,0.017829071014860844,0.00010573845313198084,0.0014065509846356388,0.15269361144588084,0.0817055031657219,0.5333333333333333,0.8666666666666667,0.4,0.001606638418079096,0.00032234484096989037,0.0014910324243828654,4.2691662311553955
65,0.012823415543500553,0.003696309240231309,0.08881894129273646,0.01810432937340151,0.00044258411085762667,0.0014334921531068783,0.15382080138539536,0.06381610035896301,0.4666666666666667,0.8,0.4,0.001650776836158192,0.0007413049383709828,0.0053789070807397366,4.26948881149292
70,0.01275368976434145,0.00369128922352056,0.08828273763441864,0.016521403685877328,0.00034779427833913647,0.0014012544609916706,0.15218317586039048,0.06882871687412262,0.4666666666666667,0.7333333333333333,0.4,0.0018405720338983051,0.0005077083148838331,0.001864933641627431,4.262884616851807
75,0.012759164263329962,0.003632934267265156,0.08889677669560793,0.01624420561334159,0.0009148234712717888,0.0013986715135009338,0.1522785100923954,0.07326138764619827,0.4666666666666667,0.7333333333333333,0.4,0.0017125706214689265,0.0005350810592062771,0.002262997208163142,4.33423638343811
80,0.012707235234533893,0.0036753846061936416,0.08790019949825079,0.01685275611536924,0.0007236701796286712,0.0013943709986051545,0.1521012153421025,0.07575499266386032,0.4666666666666667,0.7333333333333333,0.4,0.001716984463276836,0.0005639024505702158,0.0023066385183483362,4.296667575836182
85,0.012802389349934518,0.0036815720708474665,0.08881856534885717,0.016569752494257385,0.0005136774598570043,0.0013950514005652318,0.152107174599455,0.07761644572019577,0.4,0.7333333333333333,0.4,0.0016993290960451977,0.0005787634329559902,0.0023677365388721228,4.252833127975464
90,0.012694738540506246,0.003693621319732355,0.08762801647661071,0.016500102571679984,0.0004461635014159387,0.0013963550028468794,0.15218523023431602,0.07771699130535126,0.4,0.7333333333333333,0.4,0.0017258121468926551,0.000571849577439328,0.0024300208315253258,4.260315656661987
95,0.012710435537383984,0.003706156794899417,0.0876541917814928,0.01650867077412341,0.0004916874303819664,0.0013951656932476909,0.1521925216852115,0.07757113873958588,0.4,0.7333333333333333,0.4,0.0017037429378531075,0.0005782348530677457,0.0024870513007044792,4.128560304641724
100,0.01268041185925112,0.0036682832273357896,0.08773198043562326,0.016511683650534514,0.0004986779265035532,0.0013950537715572864,0.15219509844074655,0.07750818878412247,0.4,0.7333333333333333,0.4,0.0017037429378531075,0.0005774861298656712,0.0024772214237600565,4.230295419692993
